,region,sector,Carbon Stressor
80,AT,Iron ores,532995.240365065
81,AT,Kerosene,838888.2955543268
82,AT,Kerosene Type Jet Fuel,838917.1384043854
83,AT,"Lead, zinc and tin and products thereof",93866.90765315032
84,AT,"Lead, zinc and tin ores and concentrates",10248811.308999998
85,AT,Leather and leather products (19),10193.864523946864
86,AT,Lignite/Brown Coal,14384285034.199999
87,AT,Liquefied Petroleum Gases (LPG),838937.3238136894
88,AT,Lubricants,838948.2612323841
89,AT,Machinery and equipment n.e.c. (29),25865.9465518405
90,AT,Manure (biogas treatment),0.0
91,AT,Manure (conventional treatment),0.0
92,AT,Meat animals nec,4624418.191030611
93,AT,Meat products nec,50042.545492504105
94,AT,"Medical, precision and optical instruments, watches and clocks (33)",76914.80878921975
95,AT,Membership organisation services n.e.c. (91),49350.96762561897
96,AT,Motor Gasoline,838917.4364376633
97,AT,"Motor vehicles, trailers and semi-trailers (34)",9667.077495821339
98,AT,N-fertiliser,2042848.1825157136
99,AT,Naphtha,838750.9866088609
100,AT,Natural Gas Liquids,4572219.009003881
101,AT,"Natural gas and services related to natural gas extraction, excluding surveying",4571710.012177202
102,AT,Nickel ores and concentrates,2782017.9939578795
103,AT,Non Secondary Products,138839.9003713277
104,AT,Non-specified Petroleum Products,838788.4741417705
105,AT,Nuclear fuel,24201644.19923346
106,AT,Office machinery and computers (30),35656.49112683592
107,AT,Oil seeds,1126216.910130804
108,AT,Oil/hazardous waste for treatment: incineration,168875.19473572666
109,AT,Other Bituminous Coal,67285233458.19999
110,AT,Other Hydrocarbons,20580778.0053
111,AT,Other Liquid Biofuels,621717.7751729677
112,AT,Other business services (74),53598.16567526153
113,AT,Other land transportation services,39676.757858845434
114,AT,Other non-ferrous metal ores and concentrates,90478.8310312338
115,AT,Other non-ferrous metal products,35499.30271257675
116,AT,Other non-metallic mineral products,577663.9845440038
117,AT,Other services (93),32459.251259301567
118,AT,Other transport equipment (35),20205.30176339674
119,AT,Other waste for treatment: waste water treatment,1851786.3262679782
120,AT,Oxygen Steel Furnace Gas,8082085.19891
121,AT,P- and other fertiliser,1658681.6726469856
122,AT,Paddy rice,63335.57917529999
123,AT,Paper and paper products,204505.69637720307
124,AT,Paper and wood waste for treatment: composting and land application,2479196.061302101
125,AT,Paper for treatment: landfill,41436853.67247053
126,AT,Paper waste for treatment: biogasification and land application,60852.86240779255
127,AT,Paper waste for treatment: incineration,81613.50078851098
128,AT,Paraffin Waxes,7375221.212549999
129,AT,Patent Fuel,1774749040.0099998
130,AT,Peat,29023852.74221277
131,AT,Petroleum Coke,3134666.2479037954
132,AT,Pigs,509705.91904422373
133,AT,Plant-based fibers,517712.44311796356
134,AT,Plastic waste for treatment: incineration,264215.83434957365
135,AT,Plastic waste for treatment: landfill,8107225.752644067
136,AT,"Plastics, basic",215980.26348546447
137,AT,Post and telecommunication services (64),8613.025781616761
138,AT,Poultry,438132.89020118694
139,AT,Precious metal ores and concentrates,886624.5931245477
140,AT,Precious metals,46900.88841940836
141,AT,Printed matter and recorded media (22),161726.76821262258
142,AT,Private households with employed persons (95),13993.99768916422
143,AT,Processed rice,481470.75808919844
144,AT,"Products of forestry, logging and related services (02)",147743.26549917198
145,AT,Products of meat cattle,57974.16839069476
146,AT,Products of meat pigs,50153.32019591673
147,AT,Products of meat poultry,52397.61256088729
148,AT,Public administration and defence services; compulsory social security services (75),21825.262305820488
149,AT,Pulp,133847.44095025794
150,AT,"Radio, television and communication equipment and apparatus (32)",14747.184855700792
151,AT,Railway transportation services,190644.04119676258
152,AT,Raw milk,3962599.613077917
153,AT,Real estate services (70),21636.7218316848
154,AT,"Recreational, cultural and sporting services (92)",18825.372078091772
155,AT,Refinery Feedstocks,2898139.5042412975
156,AT,Refinery Gas,838098.5038091264
157,AT,Renting services of machinery and equipment without operator and of personal and household goods (71),44370.368354575236
158,AT,Research and development services (73),35605.80526426689
159,AT,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",129513.67014055474
160,AT,Retail trade services of motor fuel,143566.34050194768
161,AT,Rubber and plastic products (25),18811.658517182896
162,AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",23569.736778899343
163,AT,Sand and clay,550733.1586542052
164,AT,Sea and coastal water transportation services,17808735.652298894
165,AT,Secondary Products,42232.339230225174
166,AT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
167,AT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
168,AT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
169,AT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
170,AT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
171,AT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
172,AT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
173,AT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
174,AT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
175,AT,Secondary raw materials,42232.339230225174
176,AT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
177,AT,Semiconductivity Downstream Products,34661.731656295844
178,AT,Semiconductivity Related Products,35807.52177724506
179,AT,Semiconductivity Upstream Products,64863.59390301449
180,AT,Services auxiliary to financial intermediation (67),10082.826656606378
181,AT,Sewage sludge for treatment: biogasification and land application,89346.08153044098
182,AT,Steam and hot water supply services,3834520.5507869367
183,AT,Stone,586104.1380149776
184,AT,Sub-Bituminous Coal,2500996682.68
185,AT,Sugar,63795.91771699183
186,AT,"Sugar cane, sugar beet",1258508.7208693302
187,AT,Supporting and auxiliary transport services; travel agency services (63),60505.192480200254
188,AT,Textiles (17),54068.21082053548
189,AT,Textiles waste for treatment: incineration,301342.0879602166
190,AT,Textiles waste for treatment: landfill,21409946.863543574
191,AT,Tobacco products (16),177187.84386111327
192,AT,Transmission services of electricity,34090.83779602373
193,AT,Transportation services via pipelines,953708.7244727509
194,AT,Uranium and thorium ores (12),2635978.0629
195,AT,"Vegetables, fruit, nuts",248239.87626174703
196,AT,Wearing apparel; furs (18),66939.88396410074
197,AT,Wheat,1619942.836986579
198,AT,White Spirit & SBP,10599142.7132
199,AT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",69811.58991803315
200,AT,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),43456.885163763734
201,AT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
202,AT,Wood waste for treatment: incineration,121901.80028523204
203,AT,Wood waste for treatment: landfill,15151062.116476279
204,AT,"Wool, silk-worm cocoons",27977.977261147727
205,AT,products of Vegetable oils and fats,21968.400333781687
206,AU,Additives/Blending Components,1099586.0531388333
207,AU,Air transport services (62),1252579.7806050493
208,AU,All Products,496192.6975276501
209,AU,Aluminium and aluminium products,1082901.052541159
210,AU,Aluminium ores and concentrates,422177.77795689885
211,AU,Animal products nec,654992.6289418845
212,AU,Anthracite,4040906.240447526
213,AU,"Ash for treatment, Re-processing of ash into clinker",0.0
214,AU,Aviation Gasoline,304466.1459236596
215,AU,BKB/Peat Briquettes,4040906.206006592
216,AU,Basic iron and steel and of ferro-alloys and first products thereof,420347.4876080605
217,AU,Beverages,75442.3738244415
218,AU,Biodiesels,360089.11068117036
219,AU,Biogas,1355330.8037018932
220,AU,Biogasoline,360180.64239276975
221,AU,Bitumen,248854.97613168508
222,AU,Blast Furnace Gas,1355326.952650723
223,AU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
224,AU,"Bricks, tiles and construction products, in baked clay",781522.1693453925
225,AU,Cattle,18500628.559815537
226,AU,"Cement, lime and plaster",1275380.2750788517
227,AU,Ceramic goods,1411986.1910246508
228,AU,Cereal grains nec,1663549.9840250227
229,AU,Charcoal,1952833.3835386485
230,AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",140064.69106148643
231,AU,Chemicals nec,336847.0953328509
232,AU,Coal Tar,21213105.297984764
233,AU,Coke Oven Coke,17015648.980187144
234,AU,Coke oven gas,1355326.9580876064
235,AU,Coking Coal,4040906.1694420874
236,AU,"Collected and purified water, distribution services of water (41)",8120.953339154919
237,AU,Computer and related services (72),15577.366056608622
238,AU,Construction work (45),67951.17170666998
239,AU,Copper ores and concentrates,36761.385483393235
240,AU,Copper products,309038.18561749667
241,AU,Crops nec,177973.79212033495
242,AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",964320.8619658756
243,AU,Dairy products,78084.84973671092
244,AU,Distribution and trade services of electricity,8106.938650443087
245,AU,Distribution services of gaseous fuels through mains,1373251.1567332845
246,AU,Education services (80),5883.348686237978
247,AU,Electrical machinery and apparatus n.e.c. (31),17710.222176436368
248,AU,Electricity by Geothermal,0.0
249,AU,Electricity by biomass and waste,7301282.43122471
250,AU,Electricity by coal,18415377.388977885
251,AU,Electricity by gas,4817989.292966321
252,AU,Electricity by hydro,6534.2093466983615
253,AU,Electricity by nuclear,0.0
254,AU,Electricity by petroleum and other oil derivatives,9745215.467383286
255,AU,Electricity by solar photovoltaic,7223.890519989886
256,AU,Electricity by solar thermal,2113.1401814326787
257,AU,"Electricity by tide, wave, ocean",0.0
258,AU,Electricity by wind,226631.0888770389
259,AU,Electricity nec,29439.971386382043
260,AU,Ethane,306651.70305322565
261,AU,Extra-territorial organizations and bodies,0.0
262,AU,"Fabricated metal products, except machinery and equipment (28)",78664.50343271987
263,AU,"Financial intermediation services, except insurance and pension funding services (65)",2945.4418522746014
264,AU,Fish and other fishing products; services incidental of fishing (05),14213.608303875408
265,AU,Fish products,114623.81252952396
266,AU,Food products nec,77122.6773784122
267,AU,Food waste for treatment: biogasification and land application,7185.876086027049
268,AU,Food waste for treatment: composting and land application,20893.74166926084
269,AU,Food waste for treatment: incineration,0.0
270,AU,Food waste for treatment: landfill,85435941.99497707
271,AU,Food waste for treatment: waste water treatment,36497.08731606739
272,AU,Foundry work services,420324.6996410274
273,AU,Furniture; other manufactured goods n.e.c. (36),27945.45381969276
274,AU,Gas Coke,0.0
275,AU,Gas Works Gas,1355326.953194058
276,AU,Gas/Diesel Oil,255115.06585067636
277,AU,Gasoline Type Jet Fuel,0.0
278,AU,Glass and glass products,1827310.0206739362
279,AU,Health and social work services (85),8642.963664600244
280,AU,Heavy Fuel Oil,292017.5008035266
281,AU,Hotel and restaurant services (55),192891.40676309972
282,AU,Inert/metal/hazardous waste for treatment: landfill,25148.471174456776
283,AU,Inland water transportation services,14875716.890673853
284,AU,"Insurance and pension funding services, except compulsory social security services (66)",10784.106380857489
285,AU,Intert/metal waste for treatment: incineration,0.0
286,AU,Iron ores,177990.06158037361
287,AU,Kerosene,336527.31826896634
288,AU,Kerosene Type Jet Fuel,251764.80654062936
289,AU,"Lead, zinc and tin and products thereof",386144.374256081
290,AU,"Lead, zinc and tin ores and concentrates",4303.628434157432
291,AU,Leather and leather products (19),24012.890244373353
292,AU,Lignite/Brown Coal,4040906.189377754
293,AU,Liquefied Petroleum Gases (LPG),264088.21636027546
294,AU,Lubricants,330886.2286422001
295,AU,Machinery and equipment n.e.c. (29),46292.71941256386
296,AU,Manure (biogas treatment),0.0
297,AU,Manure (conventional treatment),0.0
298,AU,Meat animals nec,4301950.893738692
299,AU,Meat products nec,31087.205304743147
300,AU,"Medical, precision and optical instruments, watches and clocks (33)",103360.93323017277
301,AU,Membership organisation services n.e.c. (91),18098.389074191462
302,AU,Motor Gasoline,261698.69248019424
303,AU,"Motor vehicles, trailers and semi-trailers (34)",10864.53276533756
304,AU,N-fertiliser,934636.9669756957
305,AU,Naphtha,336561.3733801747
306,AU,Natural Gas Liquids,1666729.0889685352
307,AU,"Natural gas and services related to natural gas extraction, excluding surveying",1666729.0866165047
308,AU,Nickel ores and concentrates,12833.008283473771
309,AU,Non Secondary Products,494942.69545905135
310,AU,Non-specified Petroleum Products,276719.889656379
311,AU,Nuclear fuel,330220.9254805105
312,AU,Office machinery and computers (30),92618.73881747888
313,AU,Oil seeds,529269.0146062189
314,AU,Oil/hazardous waste for treatment: incineration,0.0
315,AU,Other Bituminous Coal,4040906.1679472486
316,AU,Other Hydrocarbons,0.0
317,AU,Other Liquid Biofuels,1952833.4408669504
318,AU,Other business services (74),9489.125183092896
319,AU,Other land transportation services,57722.94003656375
320,AU,Other non-ferrous metal ores and concentrates,131506.01925202084
321,AU,Other non-ferrous metal products,423179.8048119323
322,AU,Other non-metallic mineral products,646341.2499898585
323,AU,Other services (93),7341.136529549242
324,AU,Other transport equipment (35),56824.27244450883
325,AU,Other waste for treatment: waste water treatment,1392247.443153073
326,AU,Oxygen Steel Furnace Gas,0.0
327,AU,P- and other fertiliser,343120.4367359679
328,AU,Paddy rice,8928242.781266343
329,AU,Paper and paper products,180260.9903481816
330,AU,Paper and wood waste for treatment: composting and land application,7816.828082254274
331,AU,Paper for treatment: landfill,98558253.96503171
332,AU,Paper waste for treatment: biogasification and land application,4994.70890854987
333,AU,Paper waste for treatment: incineration,0.0
334,AU,Paraffin Waxes,294156.15000948595
335,AU,Patent Fuel,0.0
336,AU,Peat,0.0
337,AU,Petroleum Coke,290161.4136189556
338,AU,Pigs,916533.1452122007
339,AU,Plant-based fibers,523178.8022565481
340,AU,Plastic waste for treatment: incineration,0.0
341,AU,Plastic waste for treatment: landfill,9445862.513027407
342,AU,"Plastics, basic",105248.44347955873
343,AU,Post and telecommunication services (64),29516.483254722465
344,AU,Poultry,2635244.462649952
345,AU,Precious metal ores and concentrates,11621.203229950865
346,AU,Precious metals,458377.912917694
347,AU,Printed matter and recorded media (22),60838.21281148282
348,AU,Private households with employed persons (95),9548.082386348186
349,AU,Processed rice,77283.60063668068
350,AU,"Products of forestry, logging and related services (02)",680013.9764013133
351,AU,Products of meat cattle,33225.94596064069
352,AU,Products of meat pigs,89674.61329873952
353,AU,Products of meat poultry,139649.99179074698
354,AU,Public administration and defence services; compulsory social security services (75),5508.673582209827
355,AU,Pulp,118740.36984290981
356,AU,"Radio, television and communication equipment and apparatus (32)",267175.3149114276
357,AU,Railway transportation services,294045.54021793196
358,AU,Raw milk,6753374.303316561
359,AU,Real estate services (70),32262.257599443627
360,AU,"Recreational, cultural and sporting services (92)",4785.321931120917
361,AU,Refinery Feedstocks,271809.192897666
362,AU,Refinery Gas,301661.8724309351
363,AU,Renting services of machinery and equipment without operator and of personal and household goods (71),38184.98186754349
364,AU,Research and development services (73),30058.710226026076
365,AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",10884.017676640777
366,AU,Retail trade services of motor fuel,27472.08227781825
367,AU,Rubber and plastic products (25),51638.641710367774
368,AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",7533.389454301698
369,AU,Sand and clay,868981.7530989092
370,AU,Sea and coastal water transportation services,1566594.540408977
371,AU,Secondary Products,5850597.517362165
372,AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
373,AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
374,AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
375,AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
376,AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
377,AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
378,AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
379,AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
380,AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
381,AU,Secondary raw materials,5850597.517362165
382,AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
383,AU,Semiconductivity Downstream Products,73716.19914873844
384,AU,Semiconductivity Related Products,148939.2599886534
385,AU,Semiconductivity Upstream Products,356392.83420784347
386,AU,Services auxiliary to financial intermediation (67),3020.7551844596305
387,AU,Sewage sludge for treatment: biogasification and land application,7251.043401022045
388,AU,Steam and hot water supply services,0.0
389,AU,Stone,285040.4328032366
390,AU,Sub-Bituminous Coal,4040906.163859022
391,AU,Sugar,36291.647186466435
392,AU,"Sugar cane, sugar beet",1230967.7038426972
393,AU,Supporting and auxiliary transport services; travel agency services (63),20251.928846879724
394,AU,Textiles (17),120469.67114251347
395,AU,Textiles waste for treatment: incineration,0.0
396,AU,Textiles waste for treatment: landfill,27876518.99017082
397,AU,Tobacco products (16),73322.03756895548
398,AU,Transmission services of electricity,15566.758615254954
399,AU,Transportation services via pipelines,2990774.9855961143
400,AU,Uranium and thorium ores (12),210858.85198136742
401,AU,"Vegetables, fruit, nuts",1221341.9129396158
402,AU,Wearing apparel; furs (18),28318.075051728872
403,AU,Wheat,2593432.21825807
404,AU,White Spirit & SBP,290870.68678787374
405,AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",11267.636021908838
406,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),21711.407991042648
407,AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
408,AU,Wood waste for treatment: incineration,0.0
409,AU,Wood waste for treatment: landfill,12217587.363110792
410,AU,"Wool, silk-worm cocoons",78899588.31173132
411,AU,products of Vegetable oils and fats,111756.94314316833
412,BE,Additives/Blending Components,89190449.54114762
413,BE,Air transport services (62),1073950.939818636
414,BE,All Products,159166.40633931695
415,BE,Aluminium and aluminium products,75337.08114447631
416,BE,Aluminium ores and concentrates,16591185415799.998
417,BE,Animal products nec,3154755.989317675
418,BE,Anthracite,1.0750704508999998e+16
419,BE,"Ash for treatment, Re-processing of ash into clinker",0.0
420,BE,Aviation Gasoline,216708813.66904685
421,BE,BKB/Peat Briquettes,1528805863249999.8
422,BE,Basic iron and steel and of ferro-alloys and first products thereof,833501.6437370351
423,BE,Beverages,76067.31276169815
424,BE,Biodiesels,350091.23246919503
425,BE,Biogas,1105440.955721275
426,BE,Biogasoline,861326616.3993098
427,BE,Bitumen,337255.49224811094
428,BE,Blast Furnace Gas,1151733.4336648143
429,BE,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
430,BE,"Bricks, tiles and construction products, in baked clay",593811.0403944148
431,BE,Cattle,6951306.879747959
432,BE,"Cement, lime and plaster",1265915.6755390146
433,BE,Ceramic goods,513393.42480090586
434,BE,Cereal grains nec,2564577.9138442804
435,BE,Charcoal,7472810.662291776
436,BE,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1012526.5272662635
437,BE,Chemicals nec,337400.9684488735
438,BE,Coal Tar,118454.30806863507
439,BE,Coke Oven Coke,2369939.213289457
440,BE,Coke oven gas,965820.8817608604
441,BE,Coking Coal,3500603.6234836844
442,BE,"Collected and purified water, distribution services of water (41)",59841.654533015026
443,BE,Computer and related services (72),64002.69673892399
444,BE,Construction work (45),14689.185727771437
445,BE,Copper ores and concentrates,307748714343000.0
446,BE,Copper products,48785.798437158584
447,BE,Crops nec,530621.7284676527
448,BE,"Crude petroleum and services related to crude oil extraction, excluding surveying",2.0819799366299999e+18
449,BE,Dairy products,52930.039576630195
450,BE,Distribution and trade services of electricity,51234.95540567276
451,BE,Distribution services of gaseous fuels through mains,934346.3766596478
452,BE,Education services (80),29443.734242136936
453,BE,Electrical machinery and apparatus n.e.c. (31),48185.33013820476
454,BE,Electricity by Geothermal,24993727.86058486
455,BE,Electricity by biomass and waste,4889589.138214243
456,BE,Electricity by coal,11706396.005630752
457,BE,Electricity by gas,6580454.420808237
458,BE,Electricity by hydro,201916.2079209604
459,BE,Electricity by nuclear,417.35728036677733
460,BE,Electricity by petroleum and other oil derivatives,10823753.998787507
461,BE,Electricity by solar photovoltaic,257914.94553476016
462,BE,Electricity by solar thermal,10579859345659.285
463,BE,"Electricity by tide, wave, ocean",266526742037.88336
464,BE,Electricity by wind,51840708.50292603
465,BE,Electricity nec,515774.012264605
466,BE,Ethane,5789675.961656237
467,BE,Extra-territorial organizations and bodies,0.0
468,BE,"Fabricated metal products, except machinery and equipment (28)",58431.83869769201
469,BE,"Financial intermediation services, except insurance and pension funding services (65)",19006.055824499716
470,BE,Fish and other fishing products; services incidental of fishing (05),203566.37512001774
471,BE,Fish products,126507.17506397169
472,BE,Food products nec,54825.338233564384
473,BE,Food waste for treatment: biogasification and land application,55680.000411441724
474,BE,Food waste for treatment: composting and land application,76075.2741594578
475,BE,Food waste for treatment: incineration,54423.30045298451
476,BE,Food waste for treatment: landfill,28805484.09039144
477,BE,Food waste for treatment: waste water treatment,1452707.1669746095
478,BE,Foundry work services,620960.8737802514
479,BE,Furniture; other manufactured goods n.e.c. (36),226883.54425545543
480,BE,Gas Coke,8359076912720.0
481,BE,Gas Works Gas,235180654.9096656
482,BE,Gas/Diesel Oil,340863.7243080513
483,BE,Gasoline Type Jet Fuel,446224219382.8005
484,BE,Glass and glass products,348190.8480944754
485,BE,Health and social work services (85),23812.288379736478
486,BE,Heavy Fuel Oil,421063.1663133559
487,BE,Hotel and restaurant services (55),18898.782446325382
488,BE,Inert/metal/hazardous waste for treatment: landfill,42848.17582211698
489,BE,Inland water transportation services,1004649.977858369
490,BE,"Insurance and pension funding services, except compulsory social security services (66)",12776.972387341653
491,BE,Intert/metal waste for treatment: incineration,54285.342489945186
492,BE,Iron ores,1152880911080000.0
493,BE,Kerosene,1970655.8464433784
494,BE,Kerosene Type Jet Fuel,400018.39457654185
495,BE,"Lead, zinc and tin and products thereof",97769.72990485594
496,BE,"Lead, zinc and tin ores and concentrates",105339899474000.0
497,BE,Leather and leather products (19),29827.536715576796
498,BE,Lignite/Brown Coal,9990825962290000.0
499,BE,Liquefied Petroleum Gases (LPG),672091.5844000278
500,BE,Lubricants,1428581.6200640283
501,BE,Machinery and equipment n.e.c. (29),33643.968173163885
502,BE,Manure (biogas treatment),0.0
503,BE,Manure (conventional treatment),0.0
504,BE,Meat animals nec,3539309.6710445345
505,BE,Meat products nec,46664.33421931564
506,BE,"Medical, precision and optical instruments, watches and clocks (33)",119838.02306794802
507,BE,Membership organisation services n.e.c. (91),24900.214689346176
508,BE,Motor Gasoline,323807.0854694199
509,BE,"Motor vehicles, trailers and semi-trailers (34)",36765.32344378729
510,BE,N-fertiliser,810603.7233944151
511,BE,Naphtha,439198.80629228766
512,BE,Natural Gas Liquids,3.8847823112e+17
513,BE,"Natural gas and services related to natural gas extraction, excluding surveying",1.1345662783399999e+18
514,BE,Nickel ores and concentrates,76152174392300.0
515,BE,Non Secondary Products,158783.88261100557
516,BE,Non-specified Petroleum Products,274504.25966742856
517,BE,Nuclear fuel,16174.859902883254
518,BE,Office machinery and computers (30),49520.707147646805
519,BE,Oil seeds,15514096.172269113
520,BE,Oil/hazardous waste for treatment: incineration,47009.45982452492
521,BE,Other Bituminous Coal,7214589.770102754
522,BE,Other Hydrocarbons,1003416300939999.9
523,BE,Other Liquid Biofuels,353146.3698166293
524,BE,Other business services (74),21662.441530735425
525,BE,Other land transportation services,21861.568978186086
526,BE,Other non-ferrous metal ores and concentrates,120956.30400044705
527,BE,Other non-ferrous metal products,59981.19791006925
528,BE,Other non-metallic mineral products,463325.1656939467
529,BE,Other services (93),35721.85396616386
530,BE,Other transport equipment (35),419136.5859405754
531,BE,Other waste for treatment: waste water treatment,1432472.8669620669
532,BE,Oxygen Steel Furnace Gas,19562325042.96454
533,BE,P- and other fertiliser,794970.2646454712
534,BE,Paddy rice,50268.27947641756
535,BE,Paper and paper products,56558.1926951718
536,BE,Paper and wood waste for treatment: composting and land application,14202520760199.998
537,BE,Paper for treatment: landfill,6965765.170748642
538,BE,Paper waste for treatment: biogasification and land application,188770.48969482325
